BarnName,Index,DHIID,RFID,Lact#,DIM,Merit$,DateDue,Repr,PTAM,PTAFat,PTAPro,LctAvSCCS,SireCode,MGSCode,DamName,DamPTAM,DamPTAF,DamPTAP,DamMerit$
5307 ,5307,47TBO0456,,3,282,+198,4-04,P,+536,+7,+13,2.3,203HO421,,,,,,
5431 ,5431,53690000,,2,427,+198,8-03,P,+1359,+34,+27,2.0,1HO2406,9HO2299,2459,-388,+10,-11,+9
6060 ,6060,47VAJ8491,,2,299,+198,3-17,P,+434,-4,+11,1.5,1HO5588,9HO2575,2871,+59,-7,+10,+287
6230 ,6230,47VAJ9429,,1,410,+198,,C,+968,+49,+24,3.0,,,4100,,,,
5081 ,5081,47TYY0565,,4,103,+197,10-05,,-143,-11,-9,5.1,1HO6360,,3528,,,,
5923 ,5923,47VAJ8253,,2,367,+197,3-22,P,+626,+31,+28,7.1,29HO10241,1HO8240,2795,+262,+18,+17,-58
5149 ,5149,47TZK4005,,3,285,+196,,N,+135,-4,+3,1.2,9HO2575,73HO2759,1965,-122,+13,-3,-18
6211 ,6211,47VAJ9410,,2,179,+196,10-14,,+573,+36,+19,4.3,29HO9155,11HO5929,2834,-91,+27,-4,+72
6510 ,6510,47VBY8706,,1,287,+196,10-07,,+301,-25,+7,0.5,14HO3597,14HO3037,2047,-194,-28,+3,+60
6109 ,6109,47VAJ8751,,2,210,+195,9-28,,+1111,+14,+29,3.7,1HO5663,1HO5626,2571,+428,-5,+9,-18
5405 ,5405,47TYY0875,,3,255,+194,4-23,P,+153,+7,+17,0.8,29HO10483,,3928,,,,
5708 ,5708,47VAN9555,,3,94,+194,10-11,,-216,+17,+0,5.4,29HO10241,,2624,,,,
6022 ,6022,47VAJ8396,,2,281,+194,8-18,P,+245,+18,+18,1.2,29HO10483,,4284,,,,
6202 ,6202,47VAJ9431,,2,220,+194,5-26,P,+514,+14,+18,0.6,507HO7043,,5063,,,,
6489 ,6489,47TZD3393,,1,278,+194,3-03,P,+630,-1,+29,2.3,507HO6168,1HO2406,5247,+676,+14,+18,+135
6592 ,6592,47VBY8820,,1,298,+194,3-17,P,-193,+4,-9,0.2,14HO3597,14HO3367,2728,-874,+3,-15,-13
6611 ,6611,47VBY8774,,1,294,+194,6-15,P,+885,+32,+24,2.0,1HO7235,1HO5702,2788,-132,+1,-11,-118
6654 ,6654,47VBY8925,,1,249,+194,9-01,P,+422,-11,+5,0.1,1HO6721,11HO5486,5402,+767,-33,+13,+105
6362 ,6362,47VBY8439,,2,58,+193,,,+185,+19,+11,0.1,1HO9065,9HO2299,2459,-388,+10,-11,+9
6452 ,6452,47VBY8575,,1,319,+193,2-02,P,-119,-6,-4,0.9,29HO10818,203HO421,5237,-275,-4,-10,+162
6715 ,6715,47VBY9241,,1,218,+193,6-09,P,+17,+12,+6,0.5,7HO6782,,4604,,,,
2917 ,2917,47TXC8351,,3,453,+192,4-29,S,+451,+14,+23,2.4,14HO3367,29HO9578,1210,+543,+4,+16,+160
5124 ,5124,47TYY0727,,3,360,+192,9-22,,+843,+27,+24,1.1,1HO2406,,1112,,,,
5934 ,5934,47VAJ8288,,2,301,+192,,N,+905,-5,+20,1.2,1HO6802,14HO2958,1812,+844,+13,+32,+212
6225 ,6225,47VAJ9390,,2,152,+192,9-03,P,+205,+12,+7,0.1,203HO421,,4357,,,,
6718 ,6718,47VBY9259,,1,158,+192,10-17,,+1105,+33,+31,0.1,1HO2406,,4372,,,,
5366 ,5366,47TYY0845,,3,115,+191,10-12,,+1162,+40,+26,0.1,1HO5702,1HO6248,2131,+523,+0,+14,+26
5492 ,5492,47TZK4423,,3,149,+191,10-06,,+909,-8,+25,2.5,1HO5433,7HO5687,2121,+172,-11,+5,-54
6517 ,6517,47VBY8808,,1,303,+191,3-17,P,-397,+16,-13,0.3,1HO6833,,4581,,,,
6537 ,6537,47VBY8758,,1,323,+191,7-21,P,+64,+6,+5,0.5,1HO6833,1HO2406,5176,+470,+3,+22,+98
6024 ,6024,47VAJ8384,,2,294,+190,10-02,,+1056,+15,+29,3.6,1HO5663,122HO7,4275,+133,+10,+2,-1
6079 ,6079,47VAJ8498,,2,139,+190,8-25,P,+1457,+40,+37,5.3,11HO6159,1HO6149,2426,+1322,+36,+30,+58
6274 ,6274,47VBY8006,,2,137,+190,9-29,,+227,+12,+14,0.2,7HO6168,,2515,,,,
6675 ,6675,47VBY8951,,1,232,+189,6-22,P,+1128,+28,+34,2.8,1HO2406,,4536,,,,
5647 ,5647,47VAN9540,,2,285,+188,,N,+171,+25,+9,2.0,29HO10483,,2126,,,,
5787 ,5787,47VAN9762,,2,281,+188,5-22,P,+342,+20,+13,0.9,1HO5663,1HO6360,2688,,,,
6301 ,6301,47VBY8394,,2,41,+188,,,+555,+18,+13,0.8,11HO7741,,4505,,,,
5651 ,5651,47TZK4834,,2,292,+187,8-04,P,+1399,+25,+43,1.2,14HO3751,1HO2274,1959,+304,-7,+4,-101
5941 ,5941,47VAJ8263,,2,240,+187,9-11,P,+508,+42,+13,0.1,507HO6695,1700,2789,,,,
6159 ,6159,47VAJ9137,,2,43,+187,,,+749,+20,+23,5.7,1HO5663,1HO3895,2328,+176,+3,+10,+22
5171 ,5171,47TZK4039,,3,324,+186,1-13,P,+382,-2,+6,0.9,9HO2575,,1711,,,,
6704 ,6704,47VBY8935,,1,252,+186,5-05,P,+153,+11,+0,0.8,1HO6721,,2440,,,,
6501 ,6501,47VBY8720,,1,275,+185,1-25,P,-113,+9,-9,0.1,1HO6833,,4577,,,,
6649 ,6649,47VBY8965,,1,286,+185,5-12,P,-672,+42,-2,0.6,1HO7290,,4036,,,,
6784 ,6784,47VBY9801,,1,164,+185,9-19,,+36,+7,-1,0.1,1HO6833,BULL,5511,,,,
6494 ,6494,47TZD3400,,1,325,+184,4-25,P,+368,-6,+22,1.3,507HO6168,11HO5183,5250,+995,+22,+29,+249
5246 ,5246,47TXC8699,,3,284,+183,4-15,P,+113,-9,+6,1.0,203HO421,7HO6168,2373,-1071,-47,-24,-180
5747 ,5747,47VAN9712,,2,240,+183,9-13,P,+65,+18,+3,0.6,7HO6995,,1983,,,,
5105 ,5105,47TYY0719,,3,390,+182,4-04,P,+542,+7,+8,1.8,1HO6802,,3891,,,,
2110 ,2110,46VFX0692,,6,167,+181,7-28,P,+123,+24,+2,0.2,53290776,,1540,,,,
5314 ,5314,47TBO0468,,3,33,+181,,,+945,+30,+19,3.8,203HO421,,,,,,
6064 ,6064,47VAJ8485,,2,188,+181,7-07,P,+598,+28,+20,0.4,1HO2406,,4338,,,,
6165 ,6165,47TZD3296,,2,193,+181,6-30,P,+986,+27,+25,1.1,507HO6838,1HO3895,5058,+323,+5,+23,+17
6344 ,6344,47VBY8481,,2,130,+180,10-06,,-36,+37,+6,0.2,507HO6695,7HO6417,5058,-323,+7,+7,+184
5763 ,5763,47VAN9718,,1,483,+179,2-05,S,+432,-1,+12,0.6,1HO5663,1HO6360,2692,+117,-7,+2,+144
6205 ,6205,47VAJ9407,,2,196,+179,6-30,P,+102,+10,+11,0.8,29HO9138,1HO6671,2959,,,,
6374 ,6374,47VBY8527,,1,279,+179,4-07,P,-160,+14,+17,0.8,183HO168,,4435,,,,
6767 ,6767,47VBY9276,,1,164,+179,10-05,,+14,+9,-3,0.1,1HO6833,,3809,,,,
2705 ,2705,47TXC8506,,4,298,+178,6-16,P,+674,-34,+16,1.5,1HO6360,122HO7,1675,-152,-57,-8,-306
5412 ,5412,47TYY0890,,2,460,+178,6-06,S,+923,+4,+17,5.0,14HO3597,,,,,,
5956 ,5956,47VAK2840,,2,405,+178,4-25,P,+250,+1,+13,2.1,203HO421,1HO6149,2400,,,,
6096 ,6096,47VAJ8735,,1,557,+178,,C,+994,+17,+30,0.8,1HO2406,29HO12044,2810,+455,+10,+17,+102
6356 ,6356,47VBY8443,,1,383,+178,3-01,P,+724,+20,+26,2.5,1HO6671,,4538,,,,
6578 ,6578,47VBY8763,,1,308,+178,3-27,P,+206,+23,+20,2.8,1HO5045,1HO5897,5268,+852,+19,+31,+67
5362 ,5362,47TYY0846,,3,282,+177,2-02,P,+231,-10,-7,0.6,14HO3597,,2446,,,,
5762 ,5762,47VAN9750,,2,241,+177,9-22,,+394,+13,+2,0.5,1HO6802,,4195,,,,
5834 ,5834,47TRY9687,,2,317,+177,3-23,P,+714,+18,+25,1.1,14HO3751,1HO6248,1988,+380,+5,+8,+56
6383 ,6383,47VBY8567,,2,30,+177,,,+668,+27,+27,0.7,1HO7127,,4576,,,,
6491 ,6491,47TZD3395,,1,283,+176,2-08,P,-137,-7,+14,3.1,507HO6168,7HO6417,5297,+73,+20,+21,+260
5094 ,5094,47TYY0563,,3,344,+175,9-15,,+629,+15,+13,0.9,1HO6802,9HO1612,2210,+117,+19,+7,+1
5323 ,5323,47TZD2809,,3,244,+175,,C,-97,-22,+2,2.2,203HO466,9HO2575,2590,,,,
6142 ,6142,47VAJ9113,,2,217,+175,6-09,P,+456,+21,+13,0.5,1HO7154,,3980,,,,
5277 ,5277,47TYY0839,,3,245,+174,6-22,P,+726,+9,+12,0.6,14HO2736,380500226,4261,+923,+21,+13,+93
5510 ,5510,47TZK4526,,3,228,+174,6-14,P,-96,-5,-6,2.6,14HO3597,,3688,,,,
6558 ,6558,47VBY8753,,1,282,+174,1-26,P,+231,+13,+3,0.6,1HO6721,,2475,,,,
2982 ,2982,47TXC8951,,3,311,+173,8-11,P,-410,-6,-7,1.0,9HO2575,,1785,,,,
5131 ,5131,47TYY0734,,3,289,+173,4-04,P,-575,-21,-10,0.7,1HO6360,23HO603,1672,-483,-10,-4,-51
6276 ,6276,47VBY8016,,2,111,+173,9-22,,+67,+2,+4,2.5,507HO7173,1HO6360,2895,-578,-30,-15,+72
5475 ,5475,47TZK4416,,3,104,+172,9-29,,+800,+26,+26,3.8,1HO2394,,2097,,,,
6332 ,6332,47VBY8460,,1,342,+172,2-17,P,+653,+6,+19,0.7,29HO10124,9HO1612,2227,+46,-9,-3,-86
6619 ,6619,47VBY8818,,1,282,+172,4-15,P,+67,-2,+4,0.1,1HO9221,,3261,,,,
6686 ,6686,47VBY8945,,1,163,+172,9-02,P,-321,-23,-17,0.7,14HO3597,1HO6360,2734,-458,-21,-17,+111
5308 ,5308,47TBO0464,,2,278,+171,2-02,P,+589,-1,+24,0.3,203HO421,1HO7539,2380,+312,-8,+12,-85
2825 ,2825,47TXC8326,,4,37,+170,,,-428,-2,-3,0.2,7HO6417,29HO9429,2069,-140,-17,-12,-112
2863 ,2863,47TXC8711,,4,151,+170,9-21,,-322,-12,-4,0.6,9HO2575,,3733,,,,
6197 ,6197,47VAJ9426,,2,53,+170,,,+406,+25,+13,4.5,1HO7235,1HO5702,2802,-374,+8,-12,-10
5608 ,5608,47TZK4529,,3,27,+169,,,+106,+23,+8,0.6,29HO10321,,1798,,,,
5685 ,5685,47VAN9550,,2,240,+169,9-01,P,+905,+14,+20,1.8,11HO7319,,2183,,,,
5693 ,5693,47VAN9559,,2,230,+169,2-03,P,-303,+2,+2,1.7,7HO6417,9HO2704,2584,+121,+10,+6,+21
6086 ,6086,47VAJ8740,,1,455,+168,7-21,P,+896,+16,+26,1.3,1HO5663,122HO1375,4299,-347,-20,-9,-143
6326 ,6326,47VBY8458,,2,87,+168,,,+507,+16,+18,0.1,507HO7173,1HO6802,5088,-200,-10,-12,-32
2907 ,2907,47TXC8368,,4,133,+166,9-23,,+630,-10,+28,0.9,1HO5583,,3757,,,,
6261 ,6261,47VBY8015,,2,126,+166,10-13,,+748,+21,+22,0.2,1HO7154,,3831,,,,
6291 ,6291,47VBY8387,,2,79,+166,,,+510,+24,+18,3.3,29HO10792,,4381,,,,
2529 ,2529,47TTA0925,,5,41,+165,,,-13,+9,+20,4.2,7HO6168,1HO5210,1822,+10,+29,+17,+78
6189 ,6189,47VAJ9422,,2,182,+165,7-14,P,+444,-30,+25,0.7,14HO4099,1HO5583,2907,+630,-10,+28,+166
6850 ,6850,47VBY9750,,1,159,+165,8-25,P,-267,+8,-5,1.6,1HO7169,1HO7886,2916,-385,-1,-12,-67
6290 ,6290,47VBY8463,,2,32,+164,,,+712,+22,+27,0.1,1HO7127,UNKNOWN,2880,,,,
6329 ,6329,47VBY8435,,2,65,+164,,,+278,+24,+13,0.3,1HO7154,,4500,,,,
1425 ,1425,47TLS2909,,8,297,+163,5-10,P,-330,-4,-15,5.5,14HO2586,29HO6995,1030,-1258,-49,-39,-170
6026 ,6026,47VAJ8370,,2,281,+163,4-19,P,+389,-1,+13,0.3,11HO7094,,4254,,,,
6243 ,6243,47VBY8012,,2,135,+163,9-01,P,+103,+9,-1,0.5,1HO6721,,2533,,,,
6794 ,6794,47VBY9213,,1,216,+163,8-13,P,-442,-2,-3,2.4,501HO6987,1HO7994,5477,-326,-19,-2,+96
5115 ,5115,47TYY0709,,3,251,+162,7-06,P,+437,+11,+6,1.7,9HO2575,1HO6149,1914,-12,+5,-9,-202
5237 ,5237,47TZK4171,,3,317,+162,1-13,P,-275,-4,-10,2.0,203HO421,,2399,,,,
5256 ,5256,47TZK4194,,3,279,+162,2-17,P,+310,+15,-3,0.1,1HO6802,,3107,,,,
5654 ,5654,53689938,,3,103,+162,10-10,,+888,+21,+27,1.0,14HO3751,,1916,,,,
6093 ,6093,47VAJ8725,,2,258,+162,7-15,P,+589,+18,+15,0.7,1HO7235,,4372,,,,
6305 ,6305,47VBY8483,,2,33,+162,,,+194,+7,+7,2.4,29HO10241,11HO5534,4463,,,,
6625 ,6625,47VBY8751,,1,261,+162,4-27,P,-704,+8,-17,2.1,1HO7169,,4085,,,,
2730 ,2730,47TXC8521,,4,266,+161,9-04,P,-386,-11,-9,0.5,9HO2575,,3749,,,,
5084 ,5084,47TYY0590,,4,101,+161,10-04,,+73,+39,+10,0.1,29HO10321,1HO1028,2199,+66,+8,+1,-65
5183 ,5183,47TZK4173,,4,50,+161,,,-100,+5,+6,3.3,1HO6671,11HO5293,1921,-577,-18,-14,+12
5782 ,5782,47VAN9754,,3,83,+161,,,-261,+10,+8,2.9,29HO10493,,3591,,,,
6084 ,6084,47VAJ8506,,2,294,+161,5-04,P,+186,+15,+1,1.5,1HO6721,,4280,,,,
6763 ,6763,47VBY9208,,1,157,+161,8-10,P,+44,+19,+5,0.5,501HO6987,,5417,,,,
2799 ,2799,47TXC8589,,4,207,+160,6-07,P,+253,-6,+4,0.3,9HO2575,1HO6149,2046,+334,+0,+6,-108
6540 ,6540,47VBY8747,,1,283,+160,3-03,P,+38,+7,+10,2.0,1HO9091,,4569,,,,
6581 ,6581,47VBY8761,,1,237,+160,10-06,,+512,+27,+17,5.8,1HO9162,,4522,,,,
6740 ,6740,47VBY9232,,1,196,+160,7-20,P,+476,+15,+11,1.6,11HO7123,,2219,,,,
2683 ,2683,47TXC8090,,5,29,+159,,,-175,-20,-6,0.4,9HO2575,,3654,,,,
5345 ,5345,47TYY0812,,3,211,+159,7-05,P,+621,+30,+20,4.9,1HO6671,,3733,,,,
5870 ,5870,47VAJ8208,,2,401,+159,3-12,P,+654,+4,+27,0.9,29HO9155,,2384,,,,
5760 ,5760,47VAN9709,,3,73,+158,,,+294,+5,+12,0.1,29HO10728,93060,2690,,,,
6099 ,6099,47VAJ8767,,2,150,+158,8-18,P,+607,+3,+12,4.6,1HO6721,1HO7512,2409,+1021,+1,+21,+57
6003 ,6003,47VAJ8293,,2,182,+157,8-22,P,+489,+13,+21,0.8,1HO7235,,4382,,,,
6384 ,6384,47VBY8572,,2,23,+157,,,+860,+28,+17,6.8,507HO6838,29HO10321,5139,+17,+5,+1,+96
6539 ,6539,47VBY8812,,1,344,+157,4-21,P,+527,+26,+12,0.3,507HO6838,7JE359,5294,-1628,-33,-38,-116
5386 ,5386,47TYY0874,,3,274,+156,6-05,P,-384,+16,-2,2.1,29HO10483,97HO76,1781,-947,-19,-17,-103
5856 ,5856,47VAJ8215,,2,249,+155,5-05,P,+1319,+14,+33,0.9,507HO6838,11HO8341,4301,+541,+10,+13,+53
6050 ,6050,47VAJ8490,,2,282,+155,3-09,P,+61,-10,+2,0.8,203HO421,,4374,,,,
6464 ,6464,47VBY8610,,1,288,+155,,N,+199,-3,-2,2.2,14HO3597,,4562,,,,
6468 ,6468,47VBY8571,,1,299,+155,3-06,P,-408,+16,+5,1.4,29HO10493,1HO6360,5278,,,,
4315 ,4315,136282910,,5,118,+154,9-15,P,-72,-4,+2,2.2,11HO5534,11HO5247,,-553,+15,+1,+160
5421 ,5421,47TZK4393,,3,125,+154,9-28,,+143,+25,+7,0.1,29HO10321,,1844,,,,
5699 ,5699,47VAN9536,,3,92,+153,10-12,,+1251,+11,+29,0.1,29HO10728,1HO5588,2685,+1220,+2,+19,+69
6275 ,6275,47VBY8389,,2,116,+153,9-15,P,-650,+23,-6,0.1,507HO6695,7HO6417,5086,-1495,-26,-25,+38
2720 ,2720,47TXC8527,,4,257,+152,7-12,P,+940,+35,+19,4.0,1HO5588,73HO2759,1965,-122,+13,-3,-18
5883 ,5883,47TBD2382,,2,359,+152,10-06,,+1073,+26,+24,0.8,507HO6838,29HO9429,2825,-140,-17,-12,-112
2665 ,2665,47TXC8058,,5,63,+151,,,-289,-15,-15,5.3,9HO2575,,3302,,,,
5092 ,5092,47TYY0582,,3,214,+151,6-09,P,+786,+1,+9,3.2,1HO6802,,4024,,,,
6039 ,6039,47VAJ8369,,1,543,+151,2-10,P,+1105,+30,+28,2.6,1HO9007,9HO2704,2268,+734,+19,+11,+83
6089 ,6089,47VAJ8753,,2,243,+151,7-14,P,+749,+38,+18,1.6,507HO7379,1HO5702,2833,-206,+6,-6,+23
6185 ,6185,47VAJ9405,,1,535,+151,5-20,P,+1936,+23,+44,2.3,1HO5588,1HO6149,5015,,,,
6231 ,6231,47VAJ9406,,1,484,+151,2-10,S,+706,+43,+18,4.1,,,4100,,,,
5333 ,5333,47TYY0819,,3,375,+150,7-05,P,+623,+17,+18,1.0,1HO2406,,2470,,,,
5480 ,5480,47TZK4426,,3,194,+150,8-11,P,-48,-22,-5,4.0,1HO6360,,3832,,,,
6182 ,6182,47VAJ9124,,2,148,+150,9-27,,+632,-5,+22,1.6,1HO8963,11HO4662,2444,-98,-8,+7,+58
5452 ,5452,47TZK4396,,2,238,+149,8-07,P,+1390,+31,+36,2.7,1HO2406,1HO5551,2471,+566,-1,+10,-93
5598 ,5598,47TZK4830,,2,369,+149,2-17,P,+89,+20,+11,1.3,29HO10483,122HO7,4187,-307,-3,-1,-75
6004 ,6004,47VAJ8225,,2,271,+149,5-06,P,+472,+0,+22,1.6,1HO8851,1HO7165,2044,+25,-19,+6,-14
6027 ,6027,47VAJ8374,,2,260,+149,4-24,P,+458,-15,+17,0.2,11HO7094,,4254,,,,
6045 ,6045,47VAJ8373,,2,30,+149,,,+560,+13,+14,2.8,1HO7235,53689976,2752,+349,+2,+7,+53
5555 ,5555,47TZD2801,,3,132,+148,9-01,P,-168,-26,-8,4.7,203HO466,9HO2575,2677,-682,-4,-17,+152
5657 ,5657,47TZK4808,,2,367,+148,2-17,P,+410,+14,+18,1.8,11HO7319,,4155,,,,
6262 ,6262,47VBY8427,,2,41,+148,,,+714,+31,+19,1.9,507HO7379,1HO6671,2991,+931,+40,+27,+274
6328 ,6328,47VBY8445,,2,80,+147,10-17,,+933,+5,+24,0.1,1HO5663,29HO9981,1520,+874,-3,+20,+51
6639 ,6639,47VBY8940,,1,245,+147,7-26,P,+300,+12,+11,1.2,7HO6782,1HO6149,2382,+1133,+10,+24,+21
5270 ,5270,47TYY0804,,3,125,+146,9-08,P,+63,+8,-2,1.5,14HO2736,,4277,,,,
5987 ,5987,47VAJ8235,,2,298,+146,3-16,P,+987,+9,+24,0.5,1HO5588,1HO5624,2791,+237,+3,+14,+37
6122 ,6122,47VAJ8770,,2,49,+146,,,+1005,+27,+32,0.7,29HO9155,7HO6349,2780,+319,+13,+13,+5
6196 ,6196,47VAJ9391,,2,132,+146,,C,+534,+28,+6,5.4,1HO6721,14HO2597,1748,+350,+15,+0,-68
6266 ,6266,47VBY8020,,2,72,+146,,,+560,+16,+23,0.1,29HO10792,122HO7,1688,-374,-4,-3,-90
6308 ,6308,47VBY8396,,2,120,+146,9-22,,+340,+16,+5,0.1,1HO6721,29HO8343,1754,-54,+2,-1,-97
6703 ,6703,47VBY8920,,1,211,+146,6-16,P,-60,+10,-5,3.0,1HO6721,,2440,,,,
5283 ,5283,47TZK4187,,3,296,+145,3-24,P,+404,-2,+2,1.7,1HO6802,,3765,,,,
5605 ,5605,53290770,,2,368,+145,6-07,P,+1486,+35,+25,2.3,1JE488,14HO2601,1716,-1593,-19,-42,-234
6137 ,6137,47VAJ8733,,2,259,+145,10-15,,+375,+5,+9,1.2,1HO7235,1700ET,2809,,,,
2956 ,2956,53290755,,3,277,+144,10-13,,+452,-1,+18,0.9,29HO12044,,3974,,,,
5588 ,5588,47TZK4503,,3,122,+144,,C,-814,-8,-15,0.8,7HO6417,,3954,,,,
6143 ,6143,47VAJ9115,,2,174,+144,10-16,,+48,+5,-4,0.1,1HO6721,,3730,,,,
2635 ,2635,47TXC8068,,5,42,+143,,,+924,+8,+13,3.1,1HO5588,,3572,,,,
5199 ,5199,47TZK4226,,4,70,+143,,,+352,+9,+12,2.6,1HO5697,,2298,,,,
5917 ,5917,47VAJ8183,,2,268,+143,5-07,P,+26,+42,+8,2.1,507HO6695,1HO5583,2790,-377,+13,+4,+47
6795 ,6795,47VBY9204,,1,181,+143,,N,-623,+37,-4,0.6,1HO7290,,3774,,,,
2401 ,2401,47TTA0826,,5,231,+142,7-28,P,-121,+2,+6,1.3,1HO5626,,3275,,,,
2519 ,2519,47TTA0931,,4,313,+141,5-19,P,-210,-5,+7,1.0,7HO6168,,1798,,,,
5444 ,5444,47TYY0679,,3,252,+141,10-18,,+782,+48,+16,1.9,200HO1187,,,,,,
6164 ,6164,47VAJ9120,,2,230,+141,6-25,P,+1198,+4,+19,2.2,94JE3083,,4396,,,,
6258 ,6258,47VBY8436,,2,137,+141,10-10,,-29,+11,+6,2.7,29HO10124,224HO6974,2663,-332,+5,-7,-39
6571 ,6571,47VBY8776,,1,259,+141,4-28,P,-204,+0,-9,2.3,1HO6833,,2784,,,,
6100 ,6100,47VAJ8744,,2,258,+140,4-15,P,-57,+26,-6,2.0,11HO9651,,4422,,,,
6226 ,6226,47VAJ9434,,2,126,+140,10-13,,+16,+16,-5,1.2,1HO6721,,4430,,,,
2161W ,2161,46VHX1373,,5,185,+138,10-07,,+219,+27,+9,4.3,1HO7047,,3203,,,,
5289 ,5289,47TXC8685,,3,284,+138,2-03,P,+369,+8,+16,2.9,,,2226,,,,
5739 ,5739,47VAN9721,,2,304,+138,9-22,,-48,+17,+0,1.2,7HO6995,,3998,,,,
5910 ,5910,47VAJ8192,,2,296,+138,2-07,P,+349,+21,+17,0.5,1HO6959,11HO4712,4273,+30,+0,+6,-29
6085 ,6085,47VAJ8509,,2,269,+138,4-20,P,+312,+6,+18,1.0,29HO9155,,3987,,,,
6123 ,6123,47VAJ8752,,2,172,+138,7-21,P,+408,+9,+14,0.1,29HO9138,1HO6671,2873,-419,-25,-11,-141
6319 ,6319,47VBY8383,,2,57,+138,,,+566,+39,+12,6.3,507HO6838,,5098,,,,
6580 ,6580,47VBY8777,,1,323,+138,4-07,P,+692,+28,+14,1.7,507HO6838,,5384,,,,
5705 ,5705,47VAN9585,,2,203,+137,9-29,,+579,+14,+12,1.3,11HO7319,,3382,,,,
6445 ,6445,47VBY8598,,1,311,+137,1-22,P,+659,+11,+22,1.9,1HO2406,,4554,,,,
6568 ,6568,47VBY8795,,2,86,+137,,,+326,+1,+14,2.7,1HO9096,,4467,,,,
6701 ,6701,47VBY8939,,1,260,+137,5-26,P,-478,+26,-3,2.4,1HO7290,1HO6671,2645,-97,-19,-11,-62
6761 ,6761,47VBY9283,,1,253,+137,5-05,P,+167,+23,+9,1.7,1HO6939,,2601,,,,
5229 ,5229,47TZK4179,,4,75,+136,,,-482,-26,-17,2.2,1HO6360,,4086,,,,
5645 ,5645,47VAN9534,,2,307,+136,7-05,P,+504,+50,+10,2.4,7HO6695,1HO3895,1947,,,,
6074 ,6074,47VAJ8511,,2,279,+136,3-10,P,-1,+9,+5,0.7,3HO5678,,4362,,,,
6529 ,6529,47VBY8704,,1,287,+136,2-11,P,+135,-2,+0,0.5,1HO9174,,2487,,,,
5085 ,5085,47TYY0567,,4,61,+135,,,+634,+17,+15,4.5,1HO6671,,4051,,,,
5238 ,5238,47TXC8694,,3,261,+135,8-16,P,+676,+14,+18,1.4,1HO2406,7HO6247,2314,-49,-3,-4,-10
6095 ,6095,47VAJ8771,,1,584,+135,4-06,S,+687,+14,+14,3.0,11HO6159,9HO1705,909,-74,+2,-8,+96
6198 ,6198,47VAJ9411,,2,147,+135,10-15,,+123,+12,+4,1.6,507HO7173,1HO6802,2990,-531,-12,-24,-49
6402 ,6402,47VBY8530,,1,406,+135,3-06,P,+616,+14,+13,2.1,11HO7741,,4478,,,,
5642 ,5642,47TZK4824,,3,162,+134,10-06,,+51,+41,+2,0.1,7HO6695,,1785,,,,
6107 ,6107,47VAJ8728,,2,212,+134,6-15,P,+318,+5,+6,2.7,1HO6721,,2517,,,,
6279 ,6279,47VBY8447,,2,111,+134,9-22,,-1,+6,+2,0.1,29HO10124,,1431,,,,
6422 ,6422,47VBY8566,,1,334,+134,3-25,P,+80,+25,+9,1.5,1HO9154,1HO5588,2570,+315,+2,+5,-33
6846 ,6846,47VBY9790,,1,156,+134,10-09,,+598,+14,+22,0.8,1HO7127,,4600,,,,
6008 ,6008,47VAJ8400,,2,278,+133,2-17,P,+131,+8,+8,0.3,1HO8851,,2432,,,,
6710 ,6710,47VBY8953,,1,218,+133,6-09,P,+384,+22,+15,1.7,1HO9340,,4064,,,,
5170 ,5170,47TZK4040,,3,176,+132,7-21,P,-260,-3,-13,0.1,14HO3597,,3834,,,,
5471 ,5471,47TZK4431,,3,151,+132,10-13,,+1004,+20,+26,1.6,1HO2406,1HO6149,2400,+469,+10,+9,-30
6724 ,6724,47VBY9294,,1,229,+132,,N,+342,+38,+17,0.7,1HO9344,,4097,,,,
5603 ,5603,47TZK4539,,3,83,+131,,,-456,-22,-6,4.1,1HO5433,29HO8990,914,-2200,-61,-57,-291
5972 ,5972,47VAJ8254,,2,322,+131,,N,-20,+23,+12,1.0,29HO9155,14HO3367,2728,-874,+3,-15,-13
6005 ,6005,47VAJ8240,,2,184,+131,4-13,P,+44,+0,+1,2.5,1HO2406,1HO6360,2734,-458,-21,-17,+111
6705 ,6705,47VBY8973,,1,182,+131,9-29,,+847,+10,+22,2.2,1HO9356,,4111,,,,
6828 ,6828,47VBY9291,,1,182,+131,7-14,P,+151,+7,+11,3.0,7HO6168,1HO5588,2641,-342,-8,-13,-39
6270 ,6270,47VBY8005,,2,163,+130,7-19,P,+3,+10,+2,2.7,29HO10124,,4442,,,,
6367 ,6367,47VBY8484,,1,271,+129,5-28,P,+434,+0,+13,0.9,29HO10124,14HO3094,2168,-918,-40,-34,-324
6376 ,6376,47VBY8534,,2,94,+129,10-13,,-90,+1,-5,0.4,1HO6721,,2144,,,,
6617 ,6617,47VBY8798,,1,298,+129,5-26,P,-22,-1,-4,2.5,1HO6833,,4371,,,,
6575 ,6575,47VBY8744,,1,277,+128,2-27,P,-326,-2,+4,2.0,507HO6168,1HO2406,5284,-196,+10,-1,+97
5400 ,5400,47TZK4373,,3,90,+127,10-12,,-191,-5,-11,0.1,14HO3597,,3682,,,,
5968 ,5968,47VAJ8226,,3,28,+127,,,-149,+11,-3,0.4,1HO7235,,4364,,,,
6224 ,6224,47VAJ9416,,1,301,+127,1-25,P,-213,+1,+1,0.3,29HO10124,,3525W,,,,
